nm_titulo,vl_media_taxa_homicidios,vl_avaliacao_media_ativos_fundo,vl_quantidade_imoveis,nm_setor,vl_valor,vl_liquidez_media_diaria,vl_pvp,vl_dividendo,vl_yeld,vl_soma_yield_3m,vl_soma_yield_6m,vl_soma_yield_12m,vl_media_yield_3m,vl_media_yield_6m,vl_media_yield_12m,vl_soma_yield_ano_corrente,vl_variacao_cotacao_mes,vl_rentabilidade_mes,vl_rentabilidade,vl_patrimonio,vl_vpa,vl_pvpa,vl_vpa_yield,vl_vpa_change,vl_vpa_rent_m,vl_vpa_rent,vl_ativos,vl_volatility,vl_numero_cotista,dt_inclusao,vl_vacancia_fisica,vl_vacancia_financeira
FEXC11,,,,,"101,41",0.0,,"R$ 0,6500","0,6502%","1,8110%","2,7258%","6,5148%","0,6037%","0,4543%","0,5429%","5,8594%","4,9003%","5,5824%","0,5902%","R$ 148.358.190,9600","R$ 101,5262","0,9989","0,6402%","-0,5310%","0,1059%","6,1213%",0,,,2018-01-01,,
EDGA11,,,,,"43,55",0.0,,"R$ 0,1330","0,3020%","0,5012%","1,5560%","3,6107%","0,1671%","0,2593%","0,3009%","3,0324%","-4,6330%","-4,3450%","-16,6643%","R$ 319.526.912,4500","R$ 83,8201","0,5196","0,1587%","0,0000%","0,1587%","1,9470%",1,,,2018-01-01,"34,8000%",
NSLU11,,,,,"250,70",0.0,,"R$ 1,5703","0,6409%","1,9691%","4,0104%","8,1652%","0,6564%","0,6684%","0,6804%","7,3839%","1,2522%","1,9012%","32,0449%","R$ 219.711.828,6100","R$ 191,9216","1,3063","0,8182%","0,0029%","0,8211%","8,9765%",1,,,2018-01-01,"0,0000%",
HTMX11,,,,,"124,00",0.0,,"R$ 0,9593","0,7815%","1,8365%","3,2691%","5,9418%","0,6122%","0,5449%","0,4952%","5,9418%","1,4463%","2,2391%","9,8371%","R$ 164.460.580,0900","R$ 146,9763","0,8437","0,6056%","-0,0647%","0,5405%","12,0831%",24,,,2018-01-01,"26,0000%",
MAXR11,,,,,"2.150,00",0.0,,"R$ 7,9303","0,4174%","1,3128%","3,9233%","8,8183%","0,4376%","0,6539%","0,7349%","5,3588%","-1,0417%","-0,6286%","20,6907%","R$ 99.375.854,6600","R$ 1.677,3712","1,2818",,,,,8,,,2018-01-01,"0,0000%",
JRDM11,,,,,"84,00",0.0,,"R$ 0,3495","0,4293%","1,1294%","2,7989%","7,2084%","0,3765%","0,4665%","0,6007%","5,3965%","0,2957%","0,7263%","16,0819%","R$ 188.123.373,2000","R$ 84,6236","0,9926",,,,,1,,,2018-01-01,"1,2700%",
ALMI11,,,,,"1.785,00",0.0,,"R$ 0,0000","0,0000%","0,0000%","0,0000%","7,4810%","0,0000%","0,0000%","0,6234%","6,1680%","-14,3413%","-14,3413%","-1,5862%","R$ 212.871.825,2300","R$ 2.033,1597","0,8779","0,0000%","3,5033%","3,5033%","10,8769%",1,,,2018-01-01,"82,0000%",
TRNT11,,,,,"175,00",0.0,,"R$ 0,4955","0,2756%","1,0278%","1,8761%","4,1652%","0,3426%","0,3127%","0,3471%","3,6760%","3,9306%","4,2170%","13,9110%","R$ 666.369.828,4600","R$ 169,3201","1,0335","0,2926%","0,0862%","0,3791%","4,1857%",1,,,2018-01-01,"29,4000%",
FVBI11,,,,,"102,89",0.0,,"R$ 0,3549","0,3507%","1,1038%","2,2384%","5,0901%","0,3679%","0,3731%","0,4242%","4,4995%","-5,4393%","-5,1076%","20,1331%","R$ 207.815.026,5000","R$ 96,6582","1,0645","0,3671%","0,1685%","0,5362%","5,1538%",1,,,2018-01-01,"17,8000%",
FCFL11,,,,,"2.315,00",79.0,,"R$ 10,8065","0,4852%","1,5473%","3,1667%","6,7850%","0,5158%","0,5278%","0,5654%","6,1855%","-1,5038%","-1,0258%","36,1448%","R$ 243.183.017,1100","R$ 1.456,1857","1,5898","0,7421%","0,0033%","0,7454%","8,9112%",1,,,2018-01-01,"0,0000%",
THRA11,,,,,"108,01",2723.0,,"R$ 0,4445","0,4121%","1,2708%","2,5408%","3,3018%","0,4236%","0,4235%","0,2752%","3,3018%","3,9614%","4,3899%","36,0721%","R$ 134.869.665,9200","R$ 91,5781","1,1794","0,4854%","0,0200%","0,5055%","4,0616%",1,,,2018-01-01,"0,0000%",
CEOC11,,,,,"89,00",1580.0,,"R$ 0,5506","0,6425%","1,3633%","1,3633%","1,3633%","0,4544%","0,2272%","0,1136%","1,3633%","-0,2212%","0,4198%","27,0801%","R$ 138.773.225,4900","R$ 76,4298","1,1645","0,7203%","0,7018%","1,4272%","1,6062%",1,,,2018-01-01,"0,0000%",
GGRC11,,,,,"127,79",0.0,,"R$ 0,8400","0,6971%","2,0496%","3,7772%","0,0000%","0,6832%","0,6295%","0,0000%","4,3278%","-2,4291%","-1,7490%","20,4052%","R$ 150.242.629,3200","R$ 106,2681","1,2025","0,7905%","0,0297%","0,8204%","14,7618%",5,,,2018-01-01,"0,0000%","0,0000%"
OUJP11,,,,,"100,10",1137.0,,"R$ 0,7083","0,7048%","2,1556%","3,7429%","0,0000%","0,7185%","0,6238%","0,0000%","6,1102%","4,6875%","5,4253%","6,7896%","R$ 72.711.551,1100","R$ 100,9883","0,9912","0,6931%","0,1111%","0,8050%","6,3374%",0,,,2018-01-01,,
HCRI11,,,,,"345,00",0.0,,"R$ 2,2107","0,6158%","1,8602%","4,1565%","8,8846%","0,6201%","0,6927%","0,7404%","8,0269%","-2,7154%","-2,1163%","35,7061%","R$ 59.607.784,3000","R$ 298,0389","1,1576","0,7417%","0,0052%","0,7470%","8,8607%",1,,,2018-01-01,"0,0000%",
RBRF11,,,,,"97,02",809.0,,"R$ 0,3408","0,3514%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,8838%","-3,2901%","-2,9503%","-2,1403%","R$ 77.788.246,6100","R$ 96,0358","1,0102","0,3549%","0,4700%","0,8266%","1,3320%",0,,,2018-01-01,,
VISC11,,,,,"106,90",0.0,,"R$ 0,6100","0,5865%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,1976%","4,2080%","4,8192%","3,1955%","R$ 310.462.619,3900","R$ 96,5659","1,1070","0,6317%","-0,1122%","0,5187%","0,5187%",6,,,2018-01-01,,
AEFI11,,,,,"162,00",1379.0,,"R$ 1,2000","0,7273%","2,2133%","4,5783%","9,6644%","0,7378%","0,7631%","0,8054%","0,7273%","0,0000%","0,7273%","0,7273%","R$ 109.543.156,2100","R$ 145,5723","1,1128","0,8243%","9,5546%","10,4577%","23,2255%",2,,,2018-02-01,"0,0000%",
BCRI11,,,,,"106,50",1789.0,,"R$ 0,6500","0,6075%","1,8453%","3,6858%","8,9434%","0,6151%","0,6143%","0,7453%","0,6075%","0,0000%","0,6075%","0,6075%","R$ 117.204.673,3600","R$ 96,8633","1,0995","0,6710%","-0,0234%","0,6475%","11,7690%",0,,,2018-02-01,,
BNFS11,,,,,"119,00",66.0,,"R$ 0,8240","0,6866%","1,8942%","3,9712%","7,8579%","0,6314%","0,6619%","0,6548%","0,6866%","0,0000%","0,6866%","0,6866%","R$ 62.557.678,0600","R$ 89,3681","1,3316","0,8340%","-0,0122%","0,8217%","11,0269%",0,,,2018-02-01,,
BBFI11B,,,,,"2.950,00",132.0,,"R$ 23,2057","0,7766%","2,3360%","4,9043%","10,2199%","0,7787%","0,8174%","0,8517%","0,7766%","0,0000%","0,7766%","0,7766%","R$ 349.432.010,3800","R$ 2.687,9385","1,0975","0,8447%","-18,8882%","-18,2031%","-15,9093%",2,,,2018-02-01,,
BBPO11,,,,,"141,25",16814.0,,"R$ 0,9809","0,6835%","2,2125%","4,1850%","8,4402%","0,7375%","0,6975%","0,7034%","0,6835%","0,0000%","0,6835%","0,6835%","R$ 1.531.326.150,6800","R$ 96,1907","1,4684","1,3005%","-0,3222%","0,9740%","16,7396%",64,,,2018-02-01,,
BBRC11,,,,,"148,00",952.0,,"R$ 0,8000","0,5384%","1,7978%","3,5271%","7,4232%","0,5993%","0,5879%","0,6186%","0,5384%","0,0000%","0,5384%","0,5384%","R$ 153.264.575,7500","R$ 96,3928","1,5354","1,0478%","-0,1695%","0,8765%","10,9895%",0,,,2018-02-01,,
RNDP11,,,,,"908,01",54.0,,"R$ 5,8339","0,6411%","1,7929%","3,8744%","8,9248%","0,5976%","0,6457%","0,7437%","0,6411%","0,0000%","0,6411%","0,6411%","R$ 111.953.526,4300","R$ 1.041,6123","0,8717","0,4924%","0,0910%","0,5839%","9,6267%",0,,,2018-02-01,,
BCIA11,,,,,"112,33",183.0,,"R$ 0,7000","0,6076%","1,7962%","3,4702%","7,4990%","0,5987%","0,5784%","0,6249%","0,6076%","0,0000%","0,6076%","0,6076%","R$ 201.209.054,7100","R$ 119,0859","0,9433","0,5878%","-0,7211%","-0,1375%","13,2981%",0,,,2018-02-01,,
CARE11,,,,,"1,99",50814.0,,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 113.684.884,5100","R$ 1,3284","1,4980",,,,,0,,,2018-02-01,,
CXRI11,,,,,"1.110,00",34.0,,"R$ 7,5000","0,6416%","2,1038%","4,2523%","8,6518%","0,7013%","0,7087%","0,7210%","0,6416%","0,0000%","0,6416%","0,6416%","R$ 171.733.913,0900","R$ 1.089,8482","1,0185","0,7524%","-2,7374%","-2,0056%","8,1875%",0,,,2018-02-01,,
CPTS11B,,,,,"98,70",2239.0,,"R$ 0,7200","0,7302%","2,3171%","4,5253%","10,0636%","0,7724%","0,7542%","0,8386%","0,7302%","0,0000%","0,7302%","0,7302%","R$ 98.395.585,3300","R$ 98,3956","1,0031","0,7317%","-2,1178%","-1,4016%","8,7574%",0,,,2018-02-01,,
CBOP11,,,,,"754,99",158.0,,"R$ 4,7000","0,6065%","1,8656%","3,7575%","7,8481%","0,6219%","0,6262%","0,6540%","0,6065%","0,0000%","0,6065%","0,6065%","R$ 101.259.931,9000","R$ 715,6179","1,0550","0,6568%","-2,4227%","-1,7818%","5,5352%",1,,,2018-02-01,"7,0000%",
ATSA11B,,,,,"1.200,00",17.0,,"R$ 1,0000","0,0833%","0,2932%","0,6747%","2,0972%","0,0977%","0,1124%","0,1748%","0,0833%","0,0000%","0,0833%","0,0833%","R$ 214.661.629,3500","R$ 1.251,5254","0,9588","0,0759%","0,1308%","0,2068%","-4,7338%",1,,,2018-02-01,"24,3000%",
HGBS11,,,,,"2.375,00",412.0,,"R$ 12,0000","0,4880%","1,4255%","2,9133%","6,4105%","0,4752%","0,4855%","0,5342%","0,4880%","0,0000%","0,4880%","0,4880%","R$ 1.230.709.170,3800","R$ 2.289,7256","1,0372","0,5022%","6,2165%","6,7499%","14,7560%",8,,,2018-02-01,"6,4500%",
GRLV11,,,,,"1.258,00",171.0,,"R$ 7,1000","0,5844%","1,8241%","3,7470%","8,0675%","0,6080%","0,6245%","0,6723%","0,5844%","0,0000%","0,5844%","0,5844%","R$ 126.595.174,9900","R$ 1.179,2421","1,0668","0,6021%","6,3985%","7,0391%","15,2101%",1,,,2018-02-01,"7,0000%",
HGJH11,,,,,"1.500,00",171.0,,"R$ 7,5000","0,4941%","1,5435%","3,2026%","6,7680%","0,5145%","0,5338%","0,5640%","0,4941%","0,0000%","0,4941%","0,4941%","R$ 193.086.062,1800","R$ 1.170,2186","1,2818","0,6409%","13,0619%","13,7865%","23,1328%",2,,,2018-02-01,"6,1000%",
HGLG11,,,,,"1.286,04",523.0,,"R$ 8,7000","0,6621%","1,9675%","4,0081%","8,2022%","0,6558%","0,6680%","0,6835%","0,6621%","0,0000%","0,6621%","0,6621%","R$ 383.384.693,8500","R$ 1.127,2705","1,1408","0,7718%","0,8891%","1,6677%","11,9893%",8,,,2018-02-01,"22,1800%","19,5000%"
HGRE11,,,,,"1.420,51",951.0,,"R$ 8,0000","0,5334%","1,8070%","3,6328%","7,7183%","0,6023%","0,6055%","0,6432%","0,5334%","0,0000%","0,5334%","0,5334%","R$ 1.102.560.387,6700","R$ 1.493,3570","0,9512","0,6295%","0,7981%","1,4326%","8,8693%",20,,,2018-02-01,"18,1000%","18,6000%"
HGCR11,,,,,"102,00",1366.0,,"R$ 0,7500","0,7353%","2,1518%","4,1894%","9,2699%","0,7173%","0,6982%","0,7725%","0,7353%","0,0000%","0,7353%","0,7353%","R$ 105.645.344,7300","R$ 100,8942","1,0110","0,7235%","-0,1976%","0,5245%","-89,1242%",0,,,2018-02-01,,
DOMC11,,,,,"680,00",26.0,,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","12,5455%","12,5455%","22,0648%","R$ 153.397.209,2400","R$ 876,5555","0,7758","0,0000%","1,6130%","1,6130%","-5,9435%",1,,,2018-02-01,,
FIXX11,,,,,"95,00",388.0,,"R$ 0,5000","0,5319%","1,8336%","4,0221%","7,9531%","0,6112%","0,6704%","0,6628%","0,5319%","0,0000%","0,5319%","0,5319%","R$ 33.122.392,0100","R$ 90,5053","1,0497","0,6961%","0,0017%","0,6978%","16,5588%",0,,,2018-02-01,,
VRTA11,,,,,"108,05",3718.0,,"R$ 0,7000","0,6322%","1,9239%","3,9126%","8,8510%","0,6413%","0,6521%","0,7376%","0,6322%","0,0000%","0,6322%","0,6322%","R$ 233.119.958,7300","R$ 103,9879","1,0391","0,6732%","0,0266%","0,6999%","12,3249%",0,,,2018-02-01,,
BRCR11,,,,,"105,67",57034.0,,"R$ 0,4494","0,4239%","1,3108%","2,4523%","6,5184%","0,4369%","0,4087%","0,5432%","5,4950%","1,9231%","2,3552%","16,4280%","R$ 2.392.427.274,4200","R$ 124,4465","0,8491",,,,,10,,,2018-02-01,"33,1000%","29,1000%"
FAMB11B,,,,,"4.032,50",57.0,,"R$ 35,4410","0,8687%","2,7852%","5,3667%","9,7961%","0,9284%","0,8944%","0,8163%","0,8687%","0,0000%","0,8687%","0,8687%","R$ 483.362.272,4000","R$ 4.612,2354","0,8743","0,7908%","-16,1890%","-15,5263%","-8,8103%",1,,,2018-02-01,"0,0000%",
PQDP11,,,,,"3.200,00",35.0,,"R$ 14,5987","0,4496%","1,2925%","2,5997%","5,8559%","0,4308%","0,4333%","0,4880%","5,8559%","1,6275%","2,0845%","67,5270%","R$ 634.974.565,4100","R$ 2.662,6239","1,2018","0,5483%","1,6711%","2,2285%","11,6675%",1,,,2018-02-01,"1,9000%",
PRSV11,,,,,"417,90",78.0,,"R$ 0,7600","0,1936%","0,7615%","1,9498%","4,0308%","0,2538%","0,3250%","0,3359%","4,0308%","-1,8473%","-1,6573%","-16,0998%","R$ 78.974.231,6300","R$ 404,9961","1,0319","0,1877%","-37,2655%","-37,1478%","-35,5185%",2,,,2018-02-01,,
WPLZ11B,,,,,"74,00",171.0,,"R$ 0,1326","0,1792%","0,3286%","0,6040%","2,0509%","0,1095%","0,1007%","0,1709%","1,6421%","0,0000%","0,1792%","0,5692%","R$ 80.266.632,6100","R$ 81,1316","0,9121",,,,,1,,,2018-02-01,"8,7000%",
TBOF11,,,,,"80,99",5543.0,,"R$ 0,1516","0,1949%","0,6370%","1,3417%","3,6155%","0,2123%","0,2236%","0,3013%","3,6155%","5,1081%","5,3130%","26,1097%","R$ 799.513.175,3500","R$ 79,5536","1,0181","0,1905%","25,0342%","25,2725%","31,0085%",1,,,2018-02-01,"39,8000%",
VLOL11,,,,,"89,28",1421.0,,"R$ 0,3177","0,3530%","1,1966%","2,5496%","5,6264%","0,3989%","0,4249%","0,4689%","0,3530%","0,0000%","0,3530%","0,3530%","R$ 132.462.712,6500","R$ 74,2160","1,2030","0,4909%","-9,1864%","-8,7406%","-3,7575%",1,,,2018-02-01,"11,2100%",
AGCX11,,,,,"1.250,00",218.0,,"R$ 7,2800","0,5719%","1,8454%","3,6982%","7,6382%","0,6151%","0,6164%","0,6365%","0,5719%","0,0000%","0,5719%","0,5719%","R$ 431.767.796,6500","R$ 1.066,0933","1,1725","0,7917%","-0,1405%","0,6501%","7,9979%",41,,,2018-02-01,,
BBVJ11,,,,,"59,56",952.0,,"R$ 0,4000","0,6656%","0,7660%","1,4363%","4,1236%","0,2553%","0,2394%","0,3436%","4,1236%","4,3403%","5,0347%","14,7892%","R$ 162.907.378,3100","R$ 60,1134","0,9908","0,6654%","-21,5542%","-21,0322%","-18,5295%",1,,,2018-02-01,"49,2900%",
BMLC11B,,,,,"86,50",387.0,,"R$ 0,6035","0,7217%","2,0107%","3,7642%","6,9734%","0,6702%","0,6274%","0,5811%","6,9734%","-0,2743%","0,4454%","4,1208%","R$ 84.301.782,0600","R$ 84,4365","1,0244","0,7147%","-18,9497%","-18,3704%","-13,8810%",2,,,2018-02-01,"15,6000%",
BPFF11,,,,,"100,07",2106.0,,"R$ 0,6700","0,6624%","2,0874%","4,1817%","8,5695%","0,6958%","0,6970%","0,7141%","0,6624%","0,0000%","0,6624%","0,6624%","R$ 192.972.938,7200","R$ 96,4865","1,0371","0,7462%","0,8514%","1,6040%","18,9113%",0,,,2018-02-01,,
CXCE11B,,,,,"2.385,00",9.0,,"R$ 17,8254","0,7306%","2,2162%","4,4427%","9,1389%","0,7387%","0,7404%","0,7616%","0,7306%","0,0000%","0,7306%","0,7306%","R$ 157.522.939,4600","R$ 2.299,0008","1,0374","0,7774%","1,5467%","2,3360%","12,1948%",1,,,2018-02-01,,
CXTL11,,,,,"572,00",23.0,,"R$ 0,5589","0,0977%","0,3943%","1,4048%","5,4753%","0,1314%","0,2341%","0,4563%","0,0977%","0,0000%","0,0977%","0,0977%","R$ 51.845.561,0100","R$ 967,3221","0,5913","0,1202%","-2,9857%","-2,8691%","1,0112%",4,,,2018-02-01,,
CTXT11,,,,,"4,35",18262.0,,"R$ 0,0154","0,3426%","1,8152%","4,0355%","8,8438%","0,6051%","0,6726%","0,7370%","0,3426%","0,0000%","0,3426%","0,3426%","R$ 123.922.563,2700","R$ 3,4120","1,2749","1,0087%","-0,8277%","0,1726%","14,0055%",1,,,2018-02-01,"5,2000%",
FLMA11,,,,,"2,58",12186.0,,"R$ 0,0122","0,4373%","1,2979%","2,7573%","5,9750%","0,4326%","0,4596%","0,4979%","5,9750%","6,4885%","6,9542%","32,2743%","R$ 183.368.874,8600","R$ 2,6562","0,9713","0,4593%","-0,0420%","0,4171%","5,3065%",1,,,2018-02-01,,
EDFO11B,,,,,"279,00",60.0,,"R$ 1,7594","0,6283%","1,8331%","3,7510%","7,6044%","0,6110%","0,6252%","0,6337%","0,6283%","0,0000%","0,6283%","0,6283%","R$ 42.044.108,3700","R$ 178,1530","1,5661","0,9466%","11,2263%","12,2791%","27,2869%",1,,,2018-02-01,,
EURO11,,,,,"193,20",168.0,,"R$ 1,0000","0,5000%","1,7660%","3,2638%","5,4940%","0,5887%","0,5440%","0,4578%","0,5000%","0,0000%","0,5000%","0,5000%","R$ 118.780.133,4000","R$ 309,3748","0,6245","0,4040%","-1,6357%","-1,2383%","-3,4424%",6,,,2018-02-01,"11,8200%",
FIGS11,,,,,"93,86",7613.0,,"R$ 0,8333","0,8726%","2,6758%","5,6207%","12,7868%","0,8919%","0,9368%","1,0656%","0,8726%","0,0000%","0,8726%","0,8726%","R$ 228.360.776,8100","R$ 88,1192","1,0651","0,9457%","0,1023%","1,0489%","10,7366%",2,,,2018-02-01,,
ABCP11,,,,,"16,80",30252.0,,"R$ 0,1200","0,7071%","1,6957%","3,1249%","6,0779%","0,5652%","0,5208%","0,5065%","0,7071%","0,0000%","0,7071%","0,7071%","R$ 783.263.400,0500","R$ 12,8364","1,3088","0,6232%","14,6686%","15,3833%","24,7162%",1,,,2018-02-01,"1,0000%",
GWIR11,,,,,"239,00",141.0,,"R$ 2,1100","0,8828%","2,1420%","3,8805%","6,7044%","0,7140%","0,6467%","0,5587%","6,7044%","14,0376%","15,0444%","0,2051%","R$ 80.133.209,5900","R$ 209,7635","1,1394","1,0059%","0,4356%","1,4459%","8,0131%",0,,,2018-02-01,,
FIIB11,,,,,"421,00",811.0,,"R$ 2,4000","0,5647%","1,7787%","3,6432%","7,5091%","0,5929%","0,6072%","0,6258%","7,5091%","7,4616%","8,0685%","31,8383%","R$ 266.791.277,4400","R$ 389,4763","1,0809","0,6162%","8,9104%","9,5815%","20,8840%",1,,,2018-02-01,"6,9800%",
FMOF11,,,,,"107,21",28.0,,"R$ 0,2600","0,2242%","0,8293%","1,5173%","2,8739%","0,2764%","0,2529%","0,2395%","0,2242%","0,0000%","0,2242%","0,2242%","R$ 66.856.019,6800","R$ 131,6043","0,8146","0,3495%","-0,8945%","-0,5481%","1,2696%",1,,,2018-02-01,"47,8000%",
MBRF11,,,,,"1.085,30",105.0,,"R$ 8,0000","0,7333%","1,4527%","2,8931%","7,6460%","0,4842%","0,4822%","0,6372%","0,7333%","0,0000%","0,7333%","0,7333%","R$ 130.130.981,3900","R$ 1.280,0104","0,8479","0,6250%","0,0801%","0,7056%","5,9054%",2,,,2018-02-01,"0,0000%",
PABY11,,,,,"29,99",31.0,,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 179.711.092,7000","R$ 236,9608","0,1266","0,0000%","0,6944%","0,6944%","-2,6030%",1,,,2018-02-01,,
FPAB11,,,,,"330,00",29.0,,"R$ 1,9000","0,5352%","1,6471%","3,2811%","6,7885%","0,5490%","0,5469%","0,5657%","0,5352%","0,0000%","0,5352%","0,5352%","R$ 259.040.731,6100","R$ 345,3876","0,9554","0,5646%","-5,2411%","-4,7061%","0,9424%",1,,,2018-02-01,"6,5500%",
FFCI11,,,,,"174,43",1765.0,,"R$ 0,7000","0,4011%","1,2367%","3,2032%","7,8854%","0,4122%","0,5339%","0,6571%","0,4011%","0,0000%","0,4011%","0,4011%","R$ 383.600.897,9400","R$ 176,7746","0,9867","0,3960%","-0,1087%","0,2869%","10.670,0181%",8,,,2018-02-01,"10,3000%",
RNGO11,,,,,"92,80",3186.0,,"R$ 0,5400","0,5775%","1,7180%","3,4546%","7,1453%","0,5727%","0,5758%","0,5954%","0,5775%","0,0000%","0,5775%","0,5775%","R$ 248.432.497,3000","R$ 92,8373","0,9996","0,5817%","0,0281%","0,6100%","6,0554%",2,,,2018-02-01,"15,6000%",
SCPF11,,,,,"14,00",943.0,,"R$ 0,0787","0,5377%","1,8575%","3,5767%","8,5115%","0,6192%","0,5961%","0,7093%","8,5115%","4,5747%","5,1370%","45,5623%","R$ 47.062.450,3400","R$ 11,2053","1,2494","0,7020%","0,8127%","1,5204%","11,3443%",1,,,2018-02-01,,
SHPH11,,,,,"991,01",81.0,,"R$ 5,5000","0,5500%","1,2811%","2,4330%","4,7699%","0,4270%","0,4055%","0,3975%","0,5500%","0,0000%","0,5500%","0,5500%","R$ 402.983.801,2500","R$ 696,7783","1,4223","0,5023%","13,7740%","14,3455%","22,1944%",1,,,2018-02-01,"1,6000%",
ONEF11,,,,,"1.210,00",21.0,,"R$ 6,6500","0,5496%","1,6195%","3,2537%","6,7157%","0,5398%","0,5423%","0,5596%","0,5496%","0,0000%","0,5496%","0,5496%","R$ 99.138.654,8000","R$ 1.088,2399","1,1119","0,6111%","0,0222%","0,6334%","11,0607%",1,,,2018-02-01,"0,0000%",
FIVN11,,,,,"6,51",4.0,,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,3926",,,,,0,,,2018-02-01,,
RBBV11,,,,,"64,50",2019.0,,"R$ 0,5273","0,8120%","2,1378%","3,2416%","5,8495%","0,7126%","0,5403%","0,4875%","0,8120%","0,0000%","0,8120%","0,8120%","R$ 125.770.568,8800","R$ 100,2824","0,6432","0,3582%","-0,1252%","0,2326%","3,7811%",1,,,2018-02-01,,
JSRE11,,,,,"105,70",10785.0,,"R$ 0,6000","0,5613%","1,7658%","3,6961%","8,5891%","0,5886%","0,6160%","0,7158%","0,5613%","0,0000%","0,5613%","0,5613%","R$ 701.173.757,4200","R$ 108,6595","0,9728","0,5706%","-0,7975%","-0,2314%","8,8946%",2,,,2018-02-01,"0,0000%",
KNRE11,,,,,"11,15",73202.0,,"R$ 0,0000","0,0000%","3,1309%","3,1309%","5,1331%","1,0436%","0,5218%","0,4278%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 193.874.623,2800","R$ 1,0453","10,6667","1,1348%","-10,2988%","-9,2809%","-13,8457%",0,,,2018-02-01,,
KNRI11,,,,,"162,31",12015.0,,"R$ 0,6200","0,3827%","1,4896%","3,1839%","6,8753%","0,4965%","0,5306%","0,5729%","0,3827%","0,0000%","0,3827%","0,3827%","R$ 2.220.343.289,1500","R$ 143,0246","1,1348","0,6432%","-0,2022%","0,4398%","6,6703%",16,,,2018-02-01,"11,9000%","13,5800%"
KNCR11,,,,,"105,03",31662.0,,"R$ 0,6700","0,6262%","1,8362%","3,8094%","8,4864%","0,6121%","0,6349%","0,7072%","0,6262%","0,0000%","0,6262%","0,6262%","R$ 2.931.692.949,4700","R$ 104,3347","1,0067","0,5847%","0,0232%","0,6080%","10,1527%",0,,,2018-02-01,,
MXRF11,,,,,"9,48",46976.0,,"R$ 0,0600","0,6257%","1,7649%","3,7582%","8,9273%","0,5883%","0,6264%","0,7439%","0,6257%","0,0000%","0,6257%","0,6257%","R$ 313.097.545,2400","R$ 9,9450","0,9532","0,5028%","-3,8983%","-3,4151%","-90,1962%",0,,,2018-02-01,,
MFII11,,,,,"127,32",3361.0,,"R$ 1,1800","0,8268%","2,5224%","5,4012%","11,7008%","0,8408%","0,9002%","0,9751%","0,8268%","0,0000%","0,8268%","0,8268%","R$ 135.502.762,2100","R$ 107,1205","1,1886","1,0922%","1,5839%","2,6935%","20,6862%",9,,,2018-02-01,,
DRIT11B,,,,,"120,00",10.0,,"R$ 0,6500","0,5417%","1,4643%","2,8705%","8,7134%","0,4881%","0,4784%","0,7261%","0,5417%","0,0000%","0,5417%","0,5417%","R$ 57.837.529,3400","R$ 124,8444","0,9612","0,4405%","-0,0194%","0,4210%","6,2996%",6,,,2018-02-01,"18,1000%","10,4000%"
PLRI11,,,,,"91,00",153.0,,"R$ 0,5600","0,6120%","1,6787%","10,7645%","14,6816%","0,5596%","1,7941%","1,2235%","0,6120%","0,0000%","0,6120%","0,6120%","R$ 92.270.875,5600","R$ 96,6892","0,9412","0,6309%","-0,9376%","-0,3126%","-3,0337%",0,,,2018-02-01,,
PORD11,,,,,"98,46",252.0,,"R$ 3,3400","3,1767%","3,1767%","3,1767%","8,4519%","1,0589%","0,5295%","0,7043%","8,4519%","1,1448%","4,3579%","11,5671%","R$ 102.223.573,7800","R$ 102,2236","0,9632","3,2673%","-2,4569%","0,7301%","6,8181%",0,,,2018-02-01,,
RBDS11,,,,,"399,98",15.0,,"R$ 2,4352","0,6088%","4,2722%","8,0285%","9,9666%","1,4241%","1,3381%","0,8305%","0,6088%","0,0000%","0,6088%","0,6088%","R$ 69.119.507,5500","R$ 546,2999","0,7322","1,5033%","-1,6423%","-0,1636%","13,0880%",0,,,2018-02-01,,
RBGS11,,,,,"46,00",1072.0,,"R$ 0,2738","0,5907%","1,2447%","2,0075%","5,1989%","0,4149%","0,3346%","0,4332%","0,5907%","0,0000%","0,5907%","0,5907%","R$ 106.947.447,4500","R$ 99,2091","0,4637","0,1451%","7,8884%","8,0450%","10,3495%",1,,,2018-02-01,"13,0000%",
