,Título,Setor,Valor,Liquidez Média Diária,PVP,Dividendo,Yeld,Soma Yield 3M,Soma Yield 6M,Soma Yield 12M,Média Yield 3M,Média Yield 6M,Média Yield 12M,Soma Yield Ano Corrente,Variação Cotação Mês,Rentabilidade Mês,Rentabilidade,Patrimônio,VPA,P/VPA,VPA Yield,VPA Change,VPA Rent M,VPA Rent,Ativos,Volatility,Número Cotista,Tx Gestão,Tx Admin,Tx Performance,dt_inclusao
81,CCME11,Indefinido,"10,03","97.351,40","0,95","0,08","0,77 %","2,12 %","4,60 %","8,84 %","0,71 %","0,77 %","0,74 %","6,30 %","-10,02 %","-9,32 %","4,77 %","720.738.538,61",N/A,N/A,N/A,N/A,N/A,N/A,2,"17,89",4.574,N/A,N/A,N/A,2024-09-01
82,CCRF11,Papéis,"92,50","1.276,82","0,99","3,50","0,00 %","0,00 %","0,00 %","0,70 %","0,00 %","0,00 %","0,70 %","0,00 %","0,00 %","0,00 %",N/A,"146.548.498,31","93,23","0,99","3,76 %","-2,86 %","0,79 %","3,55 %",0,"53,39",317,N/A,N/A,N/A,2024-09-01
83,CCVA11,Indefinido,N/A,N/A,N/A,"0,44","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"62.018.819,98",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,2,N/A,N/A,N/A,2024-09-01
84,CDII11,Indefinido,"111,13","3.786.735,19",N/A,"1,10","0,96 %","2,91 %","7,45 %","14,24 %","0,97 %","1,24 %","1,19 %","10,85 %","3,47 %","4,46 %","23,44 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"8,97",0,N/A,N/A,N/A,2024-09-01
85,CEOC11,Lajes Corporativas,"45,02","31.668,54","0,62","0,43","0,99 %","2,93 %","5,76 %","11,49 %","0,98 %","0,96 %","0,96 %","7,71 %","1,59 %","2,59 %","6,97 %","131.690.882,68","72,53","0,62","0,58 %","-7,96 %","-7,42 %","-15,57 %",1,"17,79",4.676,N/A,N/A,N/A,2024-09-01
86,CFHI11,Fundo de Desenvolvimento,"636,00","2.926,00","1,00","14,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"60.333.912,10",N/A,N/A,N/A,N/A,N/A,N/A,10,"113,01",103,N/A,N/A,N/A,2024-09-01
87,CFII11,Indefinido,"952,60","6.250,00","0,92","47,40","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"104.093.527,61",N/A,N/A,N/A,N/A,N/A,N/A,4,"13,39",105,N/A,N/A,N/A,2024-09-01
88,CIXM11,Misto,"9,04","220.499,50","0,23","0,10","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"236.929.069,64",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,108,N/A,N/A,N/A,2024-09-01
89,CJCT11,Lajes Corporativas,"61,80","91.548,93","0,87","0,09","0,14 %","0,66 %","1,08 %","2,50 %","0,66 %","0,18 %","0,21 %","2,04 %","-1,43 %","-1,29 %","-6,23 %","225.549.311,94","57,90","1,07","0,00 %","0,58 %","0,58 %","0,58 %",1,"25,25",1.021,N/A,N/A,N/A,2024-09-01
90,CLIN11,Fundo de Fundos,"95,98","1.213.199,96","0,98","0,98","1,05 %","3,11 %","6,31 %","10,76 %","1,04 %","1,05 %","1,20 %","8,51 %","-1,19 %","-0,15 %","6,28 %","426.185.848,22",N/A,N/A,N/A,N/A,N/A,N/A,0,"15,32",10.997,N/A,N/A,N/A,2024-09-01
91,CNES11,Lajes Corporativas,"1,49","21.535,22","0,19","0,01","0,39 %","1,47 %","2,75 %","5,07 %","0,49 %","0,46 %","0,42 %","3,77 %","2,04 %","2,44 %","-18,46 %","262.077.544,55","7,68","0,19","0,11 %","-91,41 %","-91,40 %","-91,03 %",1,"70,87",119.687,N/A,N/A,N/A,2024-09-01
92,COPP11,Lajes Corporativas,"103,00","1.827.632,00","0,92","0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"243.349.608,29",N/A,N/A,N/A,N/A,N/A,N/A,3,"13,16",124,N/A,N/A,N/A,2024-09-01
93,CORM11,Lajes Corporativas,N/A,N/A,N/A,"0,77","0,90 %","2,76 %","5,35 %","11,38 %","0,92 %","0,89 %","0,95 %","6,20 %","-2,97 %","-2,10 %","-4,27 %",N/A,"90,56",N/A,"0,89 %","-2,33 %","-1,45 %","0,21 %",0,N/A,0,N/A,N/A,N/A,2024-09-01
94,CPFF11,Fundo de Fundos,"71,13","179.197,08","0,89","0,65","0,91 %","2,67 %","5,29 %","10,49 %","0,89 %","0,88 %","0,87 %","6,83 %","-1,01 %","-0,11 %","2,41 %","203.220.195,07","79,60","0,89","0,82 %","3,00 %","3,84 %","9,61 %",0,"13,19",8.608,N/A,N/A,N/A,2024-09-01
95,CPFO11,Fundo de Fundos,N/A,N/A,N/A,"31,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"90.509.108,49",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,528,N/A,N/A,N/A,2024-09-01
96,CPOF11,Misto,"108,50","7.227.940,00","0,97","0,85","0,00 %","0,72 %","2,89 %","2,89 %","0,72 %","0,48 %","0,36 %","2,89 %","0,00 %","0,00 %",N/A,"243.349.608,29",N/A,N/A,N/A,N/A,N/A,N/A,3,"8,04",124,N/A,N/A,N/A,2024-09-01
97,CPSH11,Indefinido,"10,51","1.393.968,75","0,93","0,10","0,95 %","2,77 %","5,61 %","11,11 %","0,92 %","0,94 %","0,93 %","8,52 %","-3,75 %","-2,84 %","8,13 %","725.673.801,61",N/A,N/A,N/A,N/A,N/A,N/A,6,"12,29",3.656,N/A,N/A,N/A,2024-09-01
98,CPTI11,Indefinido,"95,88","2.258.405,01",N/A,"1,00","1,04 %","3,13 %","7,04 %","14,07 %","1,04 %","1,17 %","1,17 %","10,77 %","0,93 %","1,98 %","12,91 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"7,05",0,N/A,N/A,N/A,2024-09-01
99,CPTR11,Indefinido,"8,40","402.259,74","0,86","0,10","1,24 %","3,72 %","7,33 %","14,43 %","1,24 %","1,22 %","1,20 %","9,83 %","2,02 %","3,28 %","3,85 %","405.563.750,17","9,80","0,86","0,97 %","-90,07 %","-89,97 %","-89,83 %",0,"14,31",32.034,N/A,N/A,N/A,2024-09-01
100,CPTS11,Papéis,"8,21","6.254.258,60","0,93","0,08","1,00 %","2,92 %","5,76 %","10,54 %","0,97 %","0,96 %","0,88 %","7,39 %","-0,49 %","0,50 %","13,37 %","2.824.844.388,40","8,89","0,92","0,87 %","-89,98 %","-89,90 %","-89,80 %",0,"13,76",387.928,N/A,N/A,N/A,2024-09-01
101,CRAA11,Indefinido,"105,60","931.961,08","1,06","1,59","1,40 %","3,65 %","7,19 %","14,80 %","1,22 %","1,20 %","1,23 %","9,61 %","7,28 %","8,78 %","28,04 %","237.831.614,85","100,36","1,05","1,20 %","0,00 %","0,00 %","0,00 %",0,"13,26",7.526,N/A,N/A,N/A,2024-09-01
102,CRFF11,Fundo de Fundos,"78,63","62.094,42","0,89","0,62","0,78 %","2,39 %","4,46 %","9,14 %","0,80 %","0,74 %","0,76 %","7,53 %","4,46 %","5,28 %","11,12 %","60.231.116,91","87,29","0,90","0,71 %","3,92 %","4,65 %","10,51 %",0,"24,64",1.398,N/A,N/A,N/A,2024-09-01
103,CSMC11,Indefinido,N/A,N/A,N/A,"15,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"1.181.462.595,43",N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,1,N/A,N/A,N/A,2024-09-01
104,CTXT11,Lajes Corporativas,"8,03","3.085,13","0,30","0,01","0,04 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,33 %","1,00 %","1,04 %","-50,75 %","107.888.711,18","48,33","0,17","0,19 %","-0,10 %","0,09 %","0,54 %",1,"27,58",2.526,N/A,N/A,N/A,2024-09-01
105,CVBI11,Papéis,"94,13","667.935,77","1,00","0,97","1,05 %","2,94 %","6,30 %","11,90 %","0,98 %","1,05 %","0,99 %","8,38 %","1,48 %","2,54 %","15,83 %","1.039.197.802,78","94,38","1,00","0,93 %","0,55 %","1,49 %","8,29 %",0,"12,33",97.096,N/A,N/A,N/A,2024-09-01
106,CVPR11,Indefinido,N/A,N/A,N/A,"0,10","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"3.785.061,81",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,2,N/A,N/A,N/A,2024-09-01
107,CXAG11,Agências de Bancos,"76,53","122.592,46","0,66","0,69","0,90 %","2,72 %","5,47 %","10,93 %","0,91 %","0,91 %","0,91 %","9,08 %","0,53 %","1,43 %","9,03 %","241.412.341,16","115,47","0,66","0,60 %","0,72 %","1,32 %","20,61 %",32,"8,79",12.469,N/A,N/A,N/A,2024-09-01
108,CXCE11B,Lajes Corporativas,"44,01","9.205,00","0,68","0,43","0,00 %","0,00 %","1,87 %","7,60 %","0,00 %","0,31 %","0,63 %","4,67 %","0,00 %","0,00 %",N/A,"110.424.996,46","64,46","0,68","0,65 %","-1,74 %","-1,10 %","0,06 %",1,"21,66",3.390,N/A,N/A,N/A,2024-09-01
109,CXCI11,Indefinido,"82,30","122.888,79","0,89","0,75","0,92 %","2,85 %","5,59 %","11,50 %","0,95 %","0,93 %","0,96 %","7,51 %","1,75 %","2,69 %","6,16 %","190.159.692,59","92,41","0,89","0,83 %","-0,75 %","0,08 %","2,22 %",0,"15,28",5.357,N/A,N/A,N/A,2024-09-01
110,CXCO11,Lajes Corporativas,"70,10","355.608,75","0,69","0,68","0,97 %","2,81 %","5,50 %","11,20 %","0,94 %","0,92 %","0,93 %","8,27 %","-4,72 %","-3,80 %","1,79 %","399.382.000,55","101,77","0,69","0,67 %","2,49 %","3,17 %","16,26 %",10,"12,50",14.246,N/A,N/A,N/A,2024-09-01
111,CXRI11,Fundo de Fundos,"78,97","32.903,41","0,86","0,59","0,74 %","2,25 %","4,48 %","8,89 %","0,75 %","0,75 %","0,74 %","7,40 %","2,75 %","3,51 %","11,13 %","138.919.493,53","88,16","0,90","0,67 %","6,67 %","7,38 %","12,37 %",3,"40,12",2.044,N/A,N/A,N/A,2024-09-01
112,CXTL11,Imóveis Industriais e Logísticos,"218,93","4.256,00","0,55","2,24","1,02 %","2,03 %","4,50 %","9,38 %","0,68 %","0,75 %","0,78 %","8,03 %","-0,91 %","0,11 %","1,75 %","21.378.286,66","398,87","0,55","0,54 %","-18,51 %","-18,07 %","-31,31 %",1,"34,80",698,N/A,N/A,N/A,2024-09-01
113,CYCR11,Indefinido,"9,80","522.479,50","1,03","0,10","1,01 %","3,53 %","7,07 %","13,67 %","1,18 %","1,18 %","1,14 %","10,37 %","3,03 %","4,07 %","21,18 %","155.430.345,58","9,53","1,03","1,26 %","-0,10 %","1,15 %","-89,09 %",0,"9,73",18.089,N/A,N/A,N/A,2024-09-01
114,DAMA11,Misto,"10,00","32.199,88","1,02","0,09","0,90 %","2,42 %","2,42 %","2,42 %","2,42 %","2,42 %","2,42 %","2,42 %","1,73 %","2,64 %","2,64 %","45.283.845,78",N/A,N/A,N/A,N/A,N/A,N/A,0,"10,40",591,N/A,N/A,N/A,2024-09-01
115,DAMT11B,Shoppings,"11,45","14,00","0,85","0,04","0,33 %","0,00 %","0,00 %","1,42 %","0,00 %","0,00 %","0,12 %","0,33 %","-17,00 %","-16,72 %","-16,72 %","239.505.526,00",N/A,N/A,N/A,N/A,N/A,N/A,1,"69,97",559,N/A,N/A,N/A,2024-09-01
116,DCRA11,Misto,"8,54","62.201,34",N/A,"0,10","1,20 %","4,08 %","7,75 %","15,31 %","1,36 %","1,29 %","1,28 %","10,17 %","2,72 %","3,95 %","4,13 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"11,19",0,N/A,N/A,N/A,2024-09-01
117,DEVA11,Papéis,"39,14","437.645,57","0,40","0,46","1,19 %","3,33 %","7,73 %","14,82 %","1,11 %","1,29 %","1,24 %","10,21 %","-3,17 %","-2,02 %","-0,40 %","1.384.695.388,54","98,59","0,40","0,44 %","-2,68 %","-2,25 %","17,21 %",0,"29,44",106.646,N/A,N/A,N/A,2024-09-01
118,DLMT11,Varejo,N/A,N/A,N/A,"0,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"7.837.018,39",N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,9,N/A,N/A,N/A,2024-09-01
119,DPRO11,Indefinido,"6,60","5.226,79","0,76","0,05","0,73 %","2,31 %","4,38 %","7,05 %","0,77 %","0,73 %","0,59 %","5,65 %","3,79 %","4,55 %","-19,51 %","46.366.980,89",N/A,N/A,N/A,N/A,N/A,N/A,1,"961,29",733,N/A,N/A,N/A,2024-09-01
120,DRIT11B,Lajes Corporativas,"83,30","1.547,00","0,65","1,29","0,00 %","0,00 %","0,00 %","0,41 %","0,00 %","0,00 %","0,41 %","0,00 %","0,00 %","0,00 %",N/A,"59.351.497,26","128,11","0,65","1,44 %","-3,21 %","-1,81 %","6,47 %",4,"57,57",353,N/A,N/A,N/A,2024-09-01
121,DVFF11,Fundo de Fundos,"7,51","58.307,71","0,85","0,07","0,94 %","2,83 %","5,54 %","11,23 %","0,94 %","0,92 %","0,94 %","7,35 %","0,41 %","1,35 %","0,54 %","97.926.392,21","8,89","0,84","0,79 %","-90,24 %","-90,16 %","-89,26 %",0,"14,76",1.701,N/A,N/A,N/A,2024-09-01
122,EDFO11B,Lajes Corporativas,"229,98","7.938,50","1,03","1,80","0,00 %","0,00 %","0,00 %","0,92 %","0,00 %","0,00 %","0,92 %","0,00 %","0,00 %","0,00 %",N/A,"52.750.375,22","223,52","1,03","0,80 %","16,49 %","17,42 %","27,85 %",1,"81,81",522,N/A,N/A,N/A,2024-09-01
123,EDGA11,Lajes Corporativas,"18,51","25.375,75","0,29","0,03","0,16 %","1,07 %","2,47 %","4,57 %","0,36 %","0,41 %","0,38 %","3,21 %","1,44 %","1,61 %","-6,41 %","238.666.741,39","62,64","0,30","0,12 %","2,19 %","2,31 %","-4,10 %",1,"24,61",4.616,N/A,N/A,N/A,2024-09-01
124,EGAF11,Indefinido,"94,95","228.778,09","0,97","1,18","1,23 %","3,77 %","7,45 %","14,91 %","1,26 %","1,24 %","1,24 %","11,08 %","4,69 %","5,98 %","7,93 %","309.496.930,29","98,82","0,96","1,09 %","0,00 %","0,00 %","0,00 %",0,"8,66",12.118,N/A,N/A,N/A,2024-09-01
125,ENDD11,Indefinido,"110,01","314.454,54",N/A,"3,05","2,79 %","2,79 %","2,79 %","5,72 %","0,93 %","0,47 %","0,64 %","5,72 %","10,66 %","13,74 %","23,19 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"13,00",0,N/A,N/A,N/A,2024-09-01
126,EQIA11,Fiagro,N/A,N/A,N/A,"0,45",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,2024-09-01
127,EQIR11,Indefinido,"9,06","106.049,54","0,91","0,10","1,05 %","3,20 %","6,28 %","12,73 %","1,07 %","1,05 %","1,06 %","8,19 %","1,01 %","2,07 %","2,69 %","107.793.935,51","9,88","0,92","0,96 %","1,23 %","2,20 %","-89,28 %",0,"11,39",11.768,N/A,N/A,N/A,2024-09-01
128,ERCR11,Varejo,"20.926,30",N/A,"0,69","883,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"72.333.220,90","30.443,27","0,69","1,66 %","-54,24 %","-53,48 %","-50,65 %",0,N/A,11,N/A,N/A,N/A,2024-09-01
129,ERPA11,Lajes Corporativas,"133,90","45.003,50","0,94","0,84","0,63 %","1,26 %","1,89 %","2,47 %","0,42 %","0,32 %","0,21 %","2,47 %","0,00 %","0,00 %",N/A,"71.082.623,47","141,90","0,94","0,58 %","3,52 %","4,13 %","28,10 %",2,"60,64",418,N/A,N/A,N/A,2024-09-01
130,ESUD11,Indefinido,N/A,N/A,N/A,"182,43","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,2024-09-01
131,ESUT11,Indefinido,"32,00","6.400,00",N/A,"64,25","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"145,83",0,N/A,N/A,N/A,2024-09-01
132,ESUU11,Indefinido,"32,00","3.200,00",N/A,"16,28","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"39,26",0,N/A,N/A,N/A,2024-09-01
133,EURO11,Imóveis Industriais e Logísticos,"249,60","22.551,33","0,75","1,88","0,74 %","2,26 %","4,57 %","9,17 %","0,75 %","0,76 %","0,76 %","6,84 %","1,13 %","1,88 %","11,89 %","129.716.783,96","337,86","0,74","0,56 %","4,04 %","4,62 %","16,55 %",7,"16,48",2.266,N/A,N/A,N/A,2024-09-01
134,EVBI11,Misto,"10,01","2.590.271,38","1,01","0,08","0,76 %","2,25 %","2,49 %","2,97 %","0,75 %","0,42 %","0,25 %","2,73 %","0,00 %","0,76 %","-89,25 %","320.388.243,84","9,99","1,00","0,80 %","-89,98 %","-89,90 %","-89,10 %",6,"91,39",1.197,N/A,N/A,N/A,2024-09-01
135,EXES11,Indefinido,"9,40","22.383,08","1,02","0,12","1,23 %","2,07 %","3,16 %","3,16 %","0,69 %","0,53 %","0,26 %","3,16 %","0,00 %","0,00 %",N/A,"54.108.707,34",N/A,N/A,N/A,N/A,N/A,N/A,0,"31,22",164,N/A,N/A,N/A,2024-09-01
136,FAED11,Educacional,"153,11","64.489,49","0,70","1,58","1,03 %","3,16 %","6,09 %","11,95 %","1,05 %","1,02 %","1,00 %","8,02 %","1,07 %","2,11 %","10,72 %","152.219.217,72","219,85","0,70","0,75 %","1,02 %","1,78 %","8,32 %",4,"15,28",4.554,N/A,N/A,N/A,2024-09-01
137,FAMB11B,Lajes Corporativas,"609,99","47.041,93","0,28","9,16","0,56 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,43 %","-47,80 %","-47,51 %","-50,38 %","264.738.827,08","3.593,26","0,17","0,25 %","0,53 %","0,79 %","12,82 %",1,"62,95",2.398,N/A,N/A,N/A,2024-09-01
138,FAOE11,Indefinido,"926,90",N/A,"0,83","11,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"62.163.359,54",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,8,N/A,N/A,N/A,2024-09-01
139,FATN11,Lajes Corporativas,"92,16","488.979,82","0,90","0,85","0,93 %","2,77 %","5,51 %","11,18 %","0,92 %","0,92 %","0,93 %","7,40 %","0,59 %","1,52 %","8,92 %","352.928.449,06","102,83","0,90","0,83 %","3,86 %","4,72 %","10,43 %",51,"9,01",17.668,N/A,N/A,N/A,2024-09-01
140,FCFL11,Educacional,"115,63","248.441,38","0,93","0,83","0,72 %","2,18 %","4,35 %","8,83 %","0,73 %","0,73 %","0,74 %","5,80 %","-1,05 %","-0,34 %","12,43 %","426.773.762,72","122,85","0,94","0,69 %","5,75 %","6,48 %","25,53 %",1,"14,40",3.986,N/A,N/A,N/A,2024-09-01
141,FEXC11,Papéis,"83,50","860.137,12","0,10","0,50","0,00 %","1,08 %","4,14 %","11,48 %","0,36 %","0,69 %","0,96 %","0,00 %","0,00 %","0,00 %",N/A,"1.001.470.167,13","90,75","0,92","0,99 %","-1,13 %","-0,15 %","7,12 %",0,"14,57",36.232,N/A,N/A,N/A,2024-09-01
142,FGAA11,Indefinido,"8,95","644.698,70","0,93","0,11","1,23 %","3,68 %","7,22 %","14,64 %","1,23 %","1,20 %","1,22 %","9,66 %","2,76 %","4,03 %","3,09 %","432.730.249,85","9,60","0,93","1,04 %","0,00 %","0,00 %","0,00 %",0,"10,77",52.109,N/A,N/A,N/A,2024-09-01
143,FIGS11,Shoppings,"53,38","149.813,63","0,65","0,43","0,80 %","2,38 %","4,64 %","9,09 %","0,79 %","0,77 %","0,76 %","6,84 %","-1,92 %","-1,14 %","-0,32 %","231.745.089,79","81,31","0,66","0,53 %","6,32 %","6,88 %","-14,02 %",2,"11,58",13.831,N/A,N/A,N/A,2024-09-01
144,FIIB11,Imóveis Industriais e Logísticos,"505,35","240.295,25","1,08","3,65","0,72 %","2,12 %","4,13 %","8,35 %","0,71 %","0,69 %","0,70 %","6,17 %","0,36 %","1,08 %","7,43 %","323.481.962,61","472,24","1,07","0,73 %","2,33 %","3,08 %","13,34 %",9,"13,57",15.971,N/A,N/A,N/A,2024-09-01
145,FIIP11B,Imóveis Industriais e Logísticos,"169,60","140.790,54","0,84","1,44","0,84 %","2,47 %","4,87 %","9,93 %","0,82 %","0,81 %","0,83 %","7,36 %","-5,07 %","-4,27 %","9,46 %","186.331.241,09","200,97","0,84","0,72 %","7,95 %","8,72 %","9,63 %",7,"16,70",7.344,N/A,N/A,N/A,2024-09-01
146,FISC11,Lajes Corporativas,"61,00","1.720,14","0,51","0,47","0,78 %","1,45 %","1,75 %","3,28 %","0,48 %","0,29 %","0,27 %","2,68 %","0,00 %","0,00 %",N/A,"205.089.504,60","120,64","0,51","0,35 %","4,85 %","5,21 %","5,74 %",5,"113,63",155,N/A,N/A,N/A,2024-09-01
147,FLCR11,Papéis,"98,47","52.405,29","1,04","1,10","1,13 %","3,54 %","7,07 %","13,70 %","1,18 %","1,18 %","1,14 %","9,39 %","1,63 %","2,78 %","13,20 %","60.298.928,47","95,17","1,03","1,21 %","-3,30 %","-2,13 %","7,63 %",0,"7,36",3.240,N/A,N/A,N/A,2024-09-01
148,FLFL11,Fundo de Desenvolvimento,N/A,N/A,N/A,"0,18","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"495.687.412,10",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A,2024-09-01
149,FLMA11,Lajes Corporativas,"144,33","52.765,60","0,67","1,22","0,88 %","2,36 %","4,35 %","8,54 %","0,79 %","0,73 %","0,71 %","5,71 %","0,48 %","1,36 %","9,32 %","299.746.184,84","217,10","0,66","0,47 %","35,48 %","36,11 %","48,56 %",2,"12,70",13.756,N/A,N/A,N/A,2024-09-01
150,FLRP11,Shoppings,"2.000,27","18.482,11","0,87","13,00","0,63 %","1,97 %","3,27 %","6,04 %","0,66 %","0,55 %","0,50 %","4,65 %","1,10 %","1,74 %","11,60 %","164.910.269,29","2.290,42","0,87","0,61 %","25,39 %","26,15 %","40,86 %",1,"34,30",806,N/A,N/A,N/A,2024-09-01
151,FMOF11,Lajes Corporativas,"46,78","6.074,67","0,41","0,50","0,93 %","0,93 %","0,93 %","0,93 %","0,93 %","0,93 %","0,93 %","0,93 %","0,00 %","0,00 %",N/A,"59.474.336,76","117,07","0,40","0,43 %","-1,28 %","-0,86 %","-3,95 %",2,"46,63",255,N/A,N/A,N/A,2024-09-01
152,FPAB11,Lajes Corporativas,"249,98","114.305,91","0,70","0,90","0,00 %","0,68 %","1,96 %","5,09 %","0,68 %","0,33 %","0,42 %","2,90 %","0,00 %","0,00 %",N/A,"256.070.642,98","341,43","0,73","0,23 %","-8,96 %","-8,75 %","-12,46 %",3,"44,26",830,N/A,N/A,N/A,2024-09-01
153,FRHY11,Indefinido,N/A,N/A,N/A,"1,03","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.374.932,34",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,7,N/A,N/A,N/A,2024-09-01
154,FVPQ11,Shoppings,"70,67","79.744,67","0,37","0,43","0,60 %","2,08 %","4,15 %","9,24 %","0,69 %","0,69 %","0,77 %","6,64 %","-3,37 %","-2,79 %","-31,20 %","536.551.534,22","191,62","0,37","0,40 %","-0,34 %","0,06 %","1,73 %",1,"17,32",4.253,N/A,N/A,N/A,2024-09-01
155,FZDA11,Indefinido,"107,00","124.395,00","0,62","1,05","0,83 %","0,00 %","0,83 %","0,83 %","0,00 %","0,83 %","0,83 %","0,83 %","6,72 %","7,61 %","7,61 %","266.185.080,32","223,84","0,48","0,47 %","0,00 %","0,00 %","0,00 %",0,"45,85",395,N/A,N/A,N/A,2024-09-01
156,FZDB11,Indefinido,"120,00","11.099,80","0,71","3,91","3,49 %","0,00 %","3,49 %","3,49 %","0,00 %","3,49 %","3,49 %","3,49 %","0,00 %","0,00 %",N/A,"608.319.205,46","99,99","1,20","3,91 %","0,00 %","0,00 %","0,00 %",0,"48,63",98,N/A,N/A,N/A,2024-09-01
157,GALG11,Imóveis Industriais e Logísticos,"9,08","3.640.704,85","0,98","0,09","0,96 %","2,93 %","5,88 %","11,36 %","0,98 %","0,98 %","0,95 %","8,67 %","1,91 %","2,89 %","6,43 %","1.168.435.854,65","9,35","0,97","0,93 %","0,43 %","1,36 %","-89,92 %",4,"9,81",225.374,N/A,N/A,N/A,2024-09-01
158,GAME11,Indefinido,"9,20","127.101,07","0,94","0,09","0,99 %","3,00 %","6,01 %","12,59 %","1,00 %","1,00 %","1,05 %","8,11 %","1,00 %","2,00 %","13,12 %","211.719.799,66","9,76","0,94","0,92 %","-0,81 %","0,10 %","-98,83 %",0,"8,16",24.892,N/A,N/A,N/A,2024-09-01
159,GARE11,Imóveis Industriais e Logísticos,"9,13","3.156.399,57","0,99","0,09","0,96 %","2,93 %","5,88 %","11,36 %","0,98 %","0,98 %","0,95 %","8,67 %","1,91 %","2,89 %","6,43 %","1.168.435.854,65",N/A,N/A,N/A,N/A,N/A,N/A,4,"7,53",225.374,N/A,N/A,N/A,2024-09-01
160,GCFF11,Fundo de Fundos,"69,30","87.694,83","0,89","3,07","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","4,27 %","0,00 %","0,00 %",N/A,"27.939.468,78","77,31","0,90","0,97 %","-5,00 %","-4,08 %","-7,97 %",0,"1,15",1.759,N/A,N/A,N/A,2024-09-01
161,GCOI11,Indefinido,"98,99","6.434,00","1,03","0,81","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"10.841.256,05",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,355,N/A,N/A,N/A,2024-09-01
162,GCRA11,Indefinido,"63,07","137.046,80","0,74","0,70","1,19 %","3,65 %","7,41 %","15,50 %","1,22 %","1,24 %","1,29 %","10,24 %","1,53 %","2,74 %","-6,65 %","152.120.906,73","86,88","0,73","0,81 %","-11,35 %","-10,63 %","0,75 %",0,"18,15",8.294,N/A,N/A,N/A,2024-09-01
