Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) Média,DY (6M) Média,DY (12M) Média,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,Vacância Física,Vacância Financeira,Quant. Ativos,Data Inclusão
PRSV11,Lajes Corporativas,"70,96","606,05","0,40","14,10",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"34.391.655,87","364,23","0,19","0,44 %","-0,03 %",2024-04-01
PRTS11,Shoppings,"117,70",N/A,"1.961,67","0,05",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3.111.607,44",N/A,N/A,N/A,N/A,2024-04-01
PULV11,Papéis,N/A,N/A,N/A,"0,12","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"80.758.916,41",N/A,N/A,N/A,N/A,2024-04-01
PVBI11,Lajes Corporativas,"101,55","6.109.431,88","1,01","0,65","0,64 %","1,95 %","4,00 %","7,89 %","0,65 %","0,67 %","0,66 %","2,63 %","-1,38 %","-0,75 %","3,24 %","1.855.692.427,26","100,79","1,01","0,69 %","-2,51 %",2024-04-01
QAGR11,Indefinido,"48,01","313.809,08","0,82","0,44","0,91 %","2,69 %","5,31 %","10,81 %","0,90 %","0,89 %","0,90 %","3,53 %","-1,09 %","-0,19 %","3,04 %","296.164.454,57","58,76","0,82","0,75 %","5,23 %",2024-04-01
QAMI11,Papéis,"84,68","202.935,58","0,91","1,00","1,17 %","3,03 %","6,85 %","13,22 %","1,01 %","1,14 %","1,10 %","11,32 %","6,69 %","7,94 %","14,22 %","74.367.555,48","92,80","0,91","1,08 %","1,42 %",2024-04-01
QIRI11,Papéis,"78,04","6.867,57","0,87","89,64","0,00 %","1,84 %","3,81 %","8,24 %","0,61 %","0,64 %","0,69 %","6,90 %","0,00 %","0,00 %",N/A,"13.441.852,95","89,61","0,87","100,03 %","-0,41 %",2024-04-01
RBCO11,Lajes Corporativas,N/A,N/A,N/A,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,"90,22",N/A,"0,22 %","1,03 %",2024-04-01
RBDS11,Fundo de Desenvolvimento,"2,33","798,04","0,11","2,35","11,21 %","23,43 %","54,02 %","68,55 %","7,81 %","9,00 %","5,71 %","11,21 %","-51,20 %","-45,73 %","-45,73 %","2.678.961,93","22,98","0,10","0,00 %","0,00 %",2024-04-01
RBED11,Educacional,"143,88","297.456,92","0,99","1,33","0,91 %","2,69 %","5,70 %","11,70 %","0,90 %","0,95 %","0,98 %","3,68 %","-2,70 %","-1,81 %","4,91 %","343.171.362,76","145,72","0,99","0,91 %","1,14 %",2024-04-01
RBFF11,Fundo de Fundos,"62,40","559.885,00","0,90","0,50","0,79 %","2,41 %","4,96 %","10,22 %","0,80 %","0,83 %","0,85 %","3,26 %","2,73 %","3,54 %","10,00 %","260.319.888,99","69,43","0,90","0,72 %","8,77 %",2024-04-01
RBGS11,Shoppings,"28,45",N/A,"0,31","0,18","0,62 %","1,58 %","2,72 %","6,17 %","0,53 %","0,45 %","0,51 %","0,62 %","-1,90 %","-1,29 %","-1,29 %","97.865.283,71","90,78","0,31","0,18 %","0,00 %",2024-04-01
RBHG11,Papéis,"89,44","651.547,50","0,99","0,95","1,05 %","3,06 %","6,53 %","13,83 %","1,02 %","1,09 %","1,15 %","4,20 %","-0,58 %","0,46 %","4,11 %","196.627.757,54","90,70","0,99","0,99 %","-1,50 %",2024-04-01
RBHY11,Papéis,"89,80","148.579,83","0,96","1,00","1,11 %","3,26 %","6,77 %","14,30 %","1,09 %","1,13 %","1,19 %","4,44 %","-2,03 %","-0,94 %","0,83 %","177.252.848,43","93,61","0,96","1,07 %","-0,54 %",2024-04-01
RBIF11,Indefinido,"95,48","78.246,92",N/A,"0,90","0,92 %","2,85 %","5,59 %","12,25 %","0,95 %","0,93 %","1,02 %","3,83 %","1,28 %","2,21 %","7,57 %",N/A,N/A,N/A,N/A,N/A,2024-04-01
RBIR11,Fundo de Desenvolvimento,"90,02","142.568,71","0,92","0,52",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"149.117.666,58",N/A,N/A,N/A,N/A,2024-04-01
RBLG11,Imóveis Industriais e Logísticos,"99,81","3.686,53","0,95","0,95","0,96 %","2,83 %","5,62 %","7,51 %","0,94 %","0,94 %","0,63 %","3,76 %","-1,98 %","-1,04 %","0,26 %","67.524.027,95","105,47","0,95","0,90 %","4,97 %",2024-04-01
RBOP11,Lajes Corporativas,"394,82","36.693,58","0,50","2,00","0,51 %","1,91 %","11,28 %","16,53 %","0,64 %","1,88 %","1,38 %","9,49 %","3,09 %","3,61 %","72,29 %","79.647.495,78",N/A,N/A,N/A,N/A,2024-04-01
RBRD11,Varejo,"40,55","27.307,79","0,60","0,34","0,78 %","2,46 %","4,99 %","10,29 %","0,82 %","0,83 %","0,86 %","3,29 %","6,04 %","6,87 %","13,60 %","125.499.571,61","67,77","0,60","0,50 %","2,39 %",2024-04-01
RBRF11,Fundo de Fundos,"8,28","3.247.026,88","0,93","0,06","0,65 %","2,00 %","4,15 %","9,02 %","0,67 %","0,69 %","0,75 %","2,00 %","5,97 %","6,66 %","14,66 %","1.219.797.024,18","8,92","0,93","0,62 %","-89,10 %",2024-04-01
RBRI11,Fundo de Desenvolvimento,"918,00","11.003,00","0,78","17,86",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"165.107.304,15",N/A,N/A,N/A,N/A,2024-04-01
RBRL11,Imóveis Industriais e Logísticos,"84,14","800.314,79","0,83","0,65","0,77 %","2,29 %","4,77 %","9,30 %","0,76 %","0,80 %","0,78 %","3,09 %","0,54 %","1,31 %","0,93 %","680.151.523,94","101,71","0,83","0,64 %","-5,17 %",2024-04-01
RBRM11,Fundo de Desenvolvimento,"94.794,81",N/A,"3,65","2.002,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"13.985.050,26",N/A,N/A,N/A,N/A,2024-04-01
RBRP11,Lajes Corporativas,"60,07","1.243.109,54","0,75","0,35","0,58 %","1,74 %","3,31 %","6,10 %","0,58 %","0,55 %","0,51 %","2,23 %","-0,55 %","0,03 %","18,71 %","974.905.879,91","80,05","0,75","0,41 %","-2,02 %",2024-04-01
RBRR11,Papéis,"94,89","3.985.423,75","0,99","0,84","0,93 %","2,56 %","4,75 %","10,51 %","0,85 %","0,79 %","0,88 %","2,56 %","-0,11 %","0,82 %","7,75 %","1.443.411.409,60","95,86","0,99","0,83 %","1,90 %",2024-04-01
RBRS11,Fundo de Desenvolvimento,"48,10","66.634,91","0,51","0,07","0,14 %","2,28 %","4,45 %","9,13 %","0,76 %","0,74 %","0,76 %","1,56 %","-4,72 %","-4,58 %","-7,77 %","162.157.778,00","93,50","0,51","0,07 %","-0,63 %",2024-04-01
RBRX11,Indefinido,"9,84","1.116.917,83","1,01","0,10","1,03 %","2,97 %","6,26 %","13,90 %","0,99 %","1,04 %","1,16 %","2,97 %","4,06 %","5,13 %","8,80 %","183.515.681,54",N/A,N/A,N/A,N/A,2024-04-01
RBRY11,Papéis,"99,97","4.822.328,29","1,02","1,01","1,01 %","3,05 %","6,24 %","13,75 %","1,02 %","1,04 %","1,15 %","3,05 %","-1,02 %","-0,02 %","4,10 %","989.115.056,96","98,47","1,02","1,07 %","-1,42 %",2024-04-01
RBTS11,Fundo de Desenvolvimento,"823,47","16.582,68","1,22","61,92","7,12 %","9,68 %","9,68 %","9,68 %","3,23 %","1,61 %","0,81 %","7,12 %","-3,34 %","3,55 %","3,55 %","38.211.338,53","638,80","1,29","3,60 %","-41,60 %",2024-04-01
RBVA11,Varejo,"112,23","1.804.830,33","1,03","1,00","0,88 %","2,65 %","5,36 %","10,95 %","0,88 %","0,89 %","0,91 %","3,53 %","0,21 %","1,09 %","9,41 %","1.359.531.416,29","108,89","1,03","0,92 %","-0,45 %",2024-04-01
RBVO11,Papéis,"16,02","62.032,71","1,16","1,20",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7.100.412,78","13,77","1,16","2,98 %","-20,54 %",2024-04-01
RCFF11,Fundo de Fundos,"94,99","451,00","0,92","1,36","0,00 %","1,32 %","4,19 %","4,19 %","0,44 %","0,70 %","0,70 %","0,00 %","0,00 %","0,00 %",N/A,"33.278.724,83","102,63","0,93","1,32 %","12,20 %",2024-04-01
RCRB11,Lajes Corporativas,"159,98","760.664,67","0,78","0,93","0,58 %","1,72 %","3,36 %","6,58 %","0,57 %","0,56 %","0,55 %","2,30 %","0,69 %","1,27 %","8,98 %","757.500.153,90","205,25","0,78","0,45 %","-1,01 %",2024-04-01
RDPD11,Papéis,"22,96","98.337,21","1,06","0,30","1,32 %","6,39 %","20,10 %","48,89 %","2,13 %","3,35 %","4,07 %","29,45 %","7,36 %","8,77 %","-0,47 %","24.085.452,18","33,95","0,68","0,94 %","-37,05 %",2024-04-01
RECR11,Papéis,"89,48","2.520.816,63","0,94","0,94","1,04 %","3,00 %","5,68 %","11,63 %","1,00 %","0,95 %","0,97 %","3,86 %","3,39 %","4,47 %","10,26 %","2.522.913.646,51","95,41","0,94","0,85 %","0,08 %",2024-04-01
RECT11,Lajes Corporativas,"42,33","523.694,96","0,46","0,36","0,85 %","2,69 %","5,37 %","10,42 %","0,90 %","0,90 %","0,87 %","3,53 %","-2,13 %","-1,30 %","1,02 %","785.985.118,80","92,00","0,46","0,43 %","-1,79 %",2024-04-01
RECX11,Fundo de Fundos,"65,75","13.690,70","0,86","0,60","0,90 %","2,66 %","4,95 %","10,15 %","0,89 %","0,83 %","0,85 %","2,66 %","-1,79 %","-0,90 %","3,26 %","16.752.679,80","76,74","0,86","0,78 %","-1,79 %",2024-04-01
REIT11,Papéis,"194,06","375,50","0,69","1,38","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"7.434.146,90",N/A,N/A,N/A,N/A,2024-04-01
RELG11,Imóveis Industriais e Logísticos,"53,82","318.934,04","0,43","0,04","0,07 %","0,64 %","3,70 %","9,44 %","0,21 %","0,62 %","0,79 %","0,64 %","9,59 %","9,67 %","-23,48 %","168.092.063,12","125,95","0,43","0,14 %","3,15 %",2024-04-01
RFOF11,Fundo de Fundos,"77,25","94.220,42","0,94","0,74","0,94 %","2,84 %","5,67 %","11,37 %","0,95 %","0,95 %","0,95 %","3,78 %","0,78 %","1,73 %","7,65 %","88.942.109,93","82,49","0,94","0,90 %","3,19 %",2024-04-01
RINV11,Indefinido,"112,85","298.160,13","1,03","1,25","1,11 %","3,21 %","6,60 %","14,27 %","1,07 %","1,10 %","1,19 %","4,58 %","1,24 %","2,36 %","8,70 %","92.399.716,83",N/A,N/A,N/A,N/A,2024-04-01
RMAI11,Lajes Corporativas,"70,50","67.891,09","0,69","0,45","0,63 %","1,73 %","3,22 %","6,44 %","0,58 %","0,54 %","0,54 %","2,17 %","-1,39 %","-0,77 %","27,29 %","249.080.683,25","101,92","0,69","0,32 %","-5,51 %",2024-04-01
RNDP11,Papéis,"107,11","18.755,17","1,36","0,65","0,57 %","16,25 %","16,95 %","80,57 %","5,42 %","2,83 %","6,71 %","27,14 %","-0,08 %","0,49 %","9,20 %","8.464.758,80","78,76","1,36","21,56 %","-59,27 %",2024-04-01
RNGO11,Lajes Corporativas,"48,08","91.368,38","0,58","0,38","0,78 %","2,43 %","5,06 %","9,81 %","0,81 %","0,84 %","0,82 %","3,28 %","7,10 %","7,94 %","14,02 %","221.387.103,66","82,73","0,58","0,46 %","-4,51 %",2024-04-01
ROOF11,Fundo de Desenvolvimento,"727,20","727,00","1,32","41,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"42.597.872,30",N/A,N/A,N/A,N/A,2024-04-01
RPRI11,Papéis,"98,56","357.070,83","0,98","1,05","1,04 %","3,09 %","5,86 %","12,45 %","1,03 %","0,98 %","1,04 %","4,01 %","-1,21 %","-0,18 %","2,82 %","349.973.454,64",N/A,N/A,N/A,N/A,2024-04-01
RRCI11,Papéis,"83,40","48.930,42","0,91","0,85","1,02 %","3,14 %","6,48 %","13,51 %","1,05 %","1,08 %","1,13 %","4,23 %","0,07 %","1,09 %","4,96 %","43.992.640,99","91,32","0,91","0,99 %","-2,93 %",2024-04-01
RSPD11,Fundo de Desenvolvimento,"1.022,50","51.322,17","0,98","8,22",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"155.035.815,22","1.130,10","0,90","0,98 %","-1,08 %",2024-04-01
RURA11,Misto,"10,00","3.055.414,50",N/A,"0,10","1,01 %","3,09 %","6,03 %","13,35 %","1,03 %","1,01 %","1,11 %","4,00 %","-0,29 %","0,71 %","-2,29 %",N/A,N/A,N/A,N/A,N/A,2024-04-01
RVBI11,Fundo de Fundos,"78,99","2.267.751,88","0,92","0,75","0,87 %","2,66 %","5,28 %","10,92 %","0,89 %","0,88 %","0,91 %","2,66 %","3,64 %","4,54 %","8,81 %","123.429.430,05","85,71","0,92","0,88 %","2,01 %",2024-04-01
RZAG11,Indefinido,"8,68","2.568.259,79","0,92","0,11","1,20 %","3,61 %","7,31 %","15,51 %","1,20 %","1,22 %","1,29 %","4,84 %","-3,11 %","-1,95 %","-1,71 %","645.042.437,71","9,48","0,92","1,16 %","-0,81 %",2024-04-01
RZAK11,Papéis,"89,01","2.246.481,79","0,98","1,16","1,30 %","3,84 %","7,95 %","15,62 %","1,28 %","1,33 %","1,30 %","3,84 %","-0,82 %","0,47 %","5,66 %","799.045.399,67","90,72","0,98","1,27 %","-3,19 %",2024-04-01
RZAT11,Imóveis Industriais e Logísticos,"100,01","1.056.580,92","0,99","1,08","1,09 %","3,39 %","6,72 %","13,52 %","1,13 %","1,12 %","1,13 %","3,39 %","2,52 %","3,64 %","11,13 %","375.521.514,22",N/A,N/A,N/A,N/A,2024-04-01
RZTR11,Misto,"99,00","5.396.896,75","1,00","0,90","0,94 %","2,63 %","6,38 %","12,10 %","0,88 %","1,06 %","1,01 %","3,64 %","-1,22 %","-0,29 %","-2,21 %","1.875.418.583,80","99,48","1,00","0,85 %","2,10 %",2024-04-01
SADI11,Papéis,"89,92","240.846,21","0,93","0,95","1,05 %","3,18 %","6,68 %","13,69 %","1,06 %","1,11 %","1,14 %","4,34 %","0,42 %","1,48 %","11,05 %","150.075.499,01","96,91","0,93","1,01 %","-2,15 %",2024-04-01
SAPI11,Misto,"89,50","229.601,71","0,89","0,85","0,94 %","1,82 %","1,82 %","1,82 %","0,91 %","0,91 %","0,91 %","1,82 %","-0,37 %","0,56 %","0,56 %","154.500.736,61",N/A,N/A,N/A,N/A,2024-04-01
SARE11,Misto,"45,76","1.465.415,04","0,51","0,36","0,77 %","2,43 %","5,20 %","10,60 %","0,81 %","0,87 %","0,88 %","3,34 %","5,52 %","6,33 %","1,71 %","822.613.879,74","89,08","0,51","0,45 %","-5,61 %",2024-04-01
SCPF11,Shoppings,"3,93","5.607,17","0,33","0,05","1,06 %","1,69 %","2,89 %","6,10 %","0,56 %","0,48 %","0,51 %","1,45 %","-8,99 %","-8,03 %","-12,36 %","49.708.086,77","11,84","0,33","0,38 %","1,11 %",2024-04-01
SDIL11,Imóveis Industriais e Logísticos,"96,50","1.030.917,86","1,01","0,75","0,76 %","2,49 %","5,22 %","10,27 %","0,83 %","0,87 %","0,86 %","6,12 %","2,04 %","2,82 %","10,51 %","612.048.658,06","98,33","0,98","0,83 %","-0,22 %",2024-04-01
SEED11,Indefinido,"99,73","151.005,00","1,07","1,37","0,00 %","0,00 %","0,83 %","3,27 %","0,00 %","0,14 %","0,27 %","0,00 %","0,00 %","0,00 %",N/A,"153.428.168,71",N/A,N/A,N/A,N/A,2024-04-01
SEQR11,Misto,"56,89","88.105,08","0,63","0,56","0,98 %","3,39 %","7,02 %","13,72 %","1,13 %","1,17 %","1,14 %","4,57 %","-0,80 %","0,17 %","1,37 %","151.229.919,59","90,82","0,63","0,77 %","-3,14 %",2024-04-01
SHOP11,Shoppings,"59,29","281,25","1,34","6,75",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"65.506.751,00",N/A,N/A,N/A,N/A,2024-04-01
SHPH11,Shoppings,"871,01","111.491,54","0,94","4,30","0,49 %","1,48 %","3,20 %","7,00 %","0,49 %","0,53 %","0,58 %","2,08 %","-0,12 %","0,37 %","10,87 %","562.921.837,47","924,41","0,94","0,47 %","3,38 %",2024-04-01
SHSO11,Indefinido,N/A,N/A,N/A,"0,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"19.769.049,00",N/A,N/A,N/A,N/A,2024-04-01
SIGR11,Indefinido,"98,67","8.707,20","0,93","1,30","0,00 %","1,32 %","1,32 %","1,32 %","0,44 %","0,22 %","0,11 %","1,32 %","0,00 %","0,00 %",N/A,"41.367.710,34",N/A,N/A,N/A,N/A,2024-04-01
SNAG11,Papéis,"10,08","1.715.882,63","1,00","0,11","0,00 %","2,08 %","5,30 %","12,02 %","0,69 %","0,88 %","1,00 %","3,12 %","0,00 %","0,00 %",N/A,"503.618.874,26","10,07","1,00","1,04 %","-90,06 %",2024-04-01
SNCI11,Papéis,"97,64","627.242,21","0,99","0,87","0,87 %","2,77 %","5,77 %","12,17 %","0,92 %","0,96 %","1,01 %","2,77 %","-0,60 %","0,27 %","1,91 %","416.260.204,51","99,11","0,99","0,91 %","1,76 %",2024-04-01
SNEL11,Indefinido,"140,02","420.989,13","1,43","1,55","1,06 %","3,45 %","4,70 %","4,70 %","1,15 %","1,18 %","1,18 %","3,45 %","8,96 %","10,12 %","22,00 %","48.858.354,25",N/A,N/A,N/A,N/A,2024-04-01
SNFF11,Fundo de Fundos,"90,20","665.783,25","0,96","0,72","0,84 %","2,37 %","5,29 %","9,71 %","0,79 %","0,88 %","0,81 %","2,37 %","-0,51 %","0,33 %","-2,21 %","264.557.315,35","93,48","0,96","0,74 %","5,62 %",2024-04-01
SNID11,Indefinido,"112,87","198.919,08",N/A,"1,05","0,95 %","3,12 %","6,48 %","12,14 %","1,04 %","1,08 %","1,01 %","3,12 %","3,76 %","4,75 %","10,54 %",N/A,N/A,N/A,N/A,N/A,2024-04-01
SNLG11,Imóveis Industriais e Logísticos,"24,18","232.210,96","0,87","0,35","0,99 %","2,68 %","5,21 %","11,52 %","0,89 %","0,87 %","0,96 %","2,68 %","-12,69 %","-11,83 %","-8,18 %","65.477.185,63",N/A,N/A,N/A,N/A,2024-04-01
SNME11,Indefinido,"9,92","140.971,29","1,01","0,10","1,03 %","3,36 %","3,36 %","3,36 %","1,12 %","1,12 %","1,12 %","3,36 %","-3,95 %","-2,96 %","-3,83 %","72.606.290,20",N/A,N/A,N/A,N/A,2024-04-01
SOLR11,Imóveis Comerciais - Outros,"1.051,35","4.931.882,00","1,12","4,77","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"60.471.785,21",N/A,N/A,N/A,N/A,2024-04-01
SPMO11,Indefinido,"120,00","166.638,78","0,83","0,43","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"262.631.995,05",N/A,N/A,N/A,N/A,2024-04-01
SPTW11,Lajes Corporativas,"44,00","83.983,21","0,77","0,44","0,99 %","2,98 %","6,72 %","13,01 %","0,99 %","1,12 %","1,08 %","4,50 %","1,28 %","2,28 %","11,21 %","103.120.465,89","57,80","0,76","0,76 %","3,70 %",2024-04-01
SPVJ11,Shoppings,N/A,N/A,N/A,"0,63","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"700.187.099,44","110,93",N/A,"0,59 %","-4,57 %",2024-04-01
SPXS11,Indefinido,"9,44","726.215,71","0,98","0,10","1,00 %","2,97 %","5,91 %","13,33 %","0,99 %","0,99 %","1,11 %","3,94 %","-0,21 %","0,79 %","10,63 %","195.086.115,52",N/A,N/A,N/A,N/A,2024-04-01
SRVD11,Indefinido,"3,00","233,91","583,00","0,20","2,29 %","3,30 %","3,30 %","3,30 %","1,65 %","1,65 %","1,65 %","3,30 %","-9,79 %","-7,73 %","-7,73 %","-905.951,15","1,19","2,53","16,87 %","-0,11 %",2024-04-01
STRX11,Fundo de Desenvolvimento,"168,00","1.120,00","1,14","0,70","0,00 %","0,00 %","0,45 %","0,45 %","0,00 %","0,08 %","0,04 %","0,45 %","0,00 %","0,00 %",N/A,"237.298.466,75","147,07","1,14","0,86 %","-0,84 %",2024-04-01
TCPF11,Misto,"1,26",N/A,"0,01","1,31","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"34.514.903,61",N/A,N/A,N/A,N/A,2024-04-01
TEPP11,Lajes Corporativas,"96,81","1.656.961,96","0,97","1,00","1,02 %","2,40 %","4,78 %","9,03 %","0,80 %","0,80 %","0,75 %","3,38 %","4,57 %","5,64 %","8,28 %","423.393.635,62","100,28","0,97","0,64 %","4,76 %",2024-04-01
TGAR11,Fundo de Desenvolvimento,"126,00","6.945.102,33","1,04","1,33","1,04 %","3,17 %","6,63 %","13,50 %","1,06 %","1,11 %","1,13 %","4,25 %","2,02 %","3,09 %","10,03 %","2.315.588.105,88","120,85","1,04","1,09 %","-5,42 %",2024-04-01
TJKB11,Indefinido,"271,01","542,00","1,00","2,33","0,00 %","0,00 %","0,95 %","1,88 %","0,00 %","0,16 %","0,16 %","0,00 %","0,00 %","0,00 %",N/A,"204.767.303,70",N/A,N/A,N/A,N/A,2024-04-01
TMPS11,Fundo de Fundos,"98,04","117.186,63","0,94","0,85","0,86 %","2,77 %","5,91 %","8,07 %","0,92 %","0,99 %","0,90 %","3,94 %","-2,21 %","-1,36 %","10,01 %","101.980.441,47",N/A,N/A,N/A,N/A,2024-04-01
TORD11,Misto,"1,84","174.255,46","0,15","0,05","0,90 %","2,51 %","5,20 %","11,46 %","0,84 %","0,87 %","0,96 %","1,44 %","-24,53 %","-23,85 %","-24,46 %","443.173.182,80","13,94","0,13","0,36 %","8,23 %",2024-04-01
TRBL11,Imóveis Industriais e Logísticos,"99,99","1.016.005,38","0,96","0,85","0,85 %","2,55 %","4,76 %","9,57 %","0,85 %","0,79 %","0,80 %","3,29 %","0,02 %","0,87 %","6,45 %","664.160.439,63",N/A,N/A,N/A,N/A,2024-04-01
TRNT11,Lajes Corporativas,"124,01","42.729,24","0,62","0,19","0,15 %","0,33 %","0,68 %","1,87 %","0,11 %","0,11 %","0,16 %","0,33 %","0,00 %","0,00 %",N/A,"784.378.983,11","199,31","0,62","0,10 %","1,23 %",2024-04-01
TRXB11,Fundo de Desenvolvimento,"154,96","718,57","1,38","0,95","0,61 %","1,99 %","4,30 %","8,00 %","0,66 %","0,72 %","0,67 %","1,99 %","16,67 %","17,38 %","9,07 %","360.116.791,47",N/A,N/A,N/A,N/A,2024-04-01
TRXF11,Imóveis Comerciais - Outros,"111,65","9.876.538,38","1,04","0,90","0,80 %","2,40 %","5,58 %","10,40 %","0,80 %","0,93 %","0,87 %","3,92 %","-1,86 %","-1,07 %","7,02 %","1.648.221.594,77","107,22","1,04","0,84 %","1,68 %",2024-04-01
TSER11,Lajes Corporativas,"100,00","100,00","0,99","1,00","0,00 %","0,94 %","2,76 %","5,54 %","0,31 %","0,46 %","0,46 %","0,94 %","0,00 %","0,00 %",N/A,"130.282.564,50",N/A,N/A,N/A,N/A,2024-04-01
TVRI11,Agências de Bancos,"104,24","1.233.391,75","1,03","0,97","0,91 %","2,78 %","5,65 %","11,32 %","0,93 %","0,94 %","0,94 %","3,71 %","3,26 %","4,20 %","17,55 %","1.613.190.000,65",N/A,N/A,N/A,N/A,2024-04-01
URPR11,Papéis,"87,40","1.742.462,46","0,85","1,05","1,18 %","3,65 %","7,52 %","15,23 %","1,22 %","1,25 %","1,27 %","4,92 %","-1,01 %","0,16 %","10,04 %","1.206.224.288,06","102,80","0,85","1,07 %","4,04 %",2024-04-01
VCJR11,Papéis,"94,78","2.011.972,00","0,98","1,03","1,08 %","3,15 %","5,92 %","11,71 %","1,05 %","0,99 %","0,98 %","4,10 %","0,21 %","1,29 %","10,48 %","1.423.276.833,23","96,66","0,98","1,00 %","2,56 %",2024-04-01
VCRA11,Indefinido,"79,30","1.274.175,42","0,78","1,10","1,37 %","4,09 %","7,62 %","15,06 %","1,36 %","1,27 %","1,26 %","5,24 %","6,01 %","7,46 %","-5,40 %","469.719.090,58","102,25","0,78","1,13 %","-0,13 %",2024-04-01
VCRI11,Papéis,"8,57","188.579,21","0,89","0,10","1,10 %","3,08 %","5,99 %","13,06 %","1,03 %","1,00 %","1,09 %","4,09 %","0,82 %","1,93 %","11,53 %","171.004.606,28","9,62","0,89","0,88 %","1,80 %",2024-04-01
VCRR11,Imóveis Residenciais,"72,50","368.175,54","0,55","0,70","0,96 %","2,92 %","6,07 %","11,42 %","0,97 %","1,01 %","0,95 %","4,03 %","1,63 %","2,60 %","10,64 %","261.858.319,47","130,93","0,55","0,53 %","2,10 %",2024-04-01
VGHF11,Misto,"9,16","5.622.187,25","0,99","0,08","0,84 %","2,96 %","6,26 %","13,53 %","0,99 %","1,04 %","1,13 %","4,01 %","1,28 %","2,13 %","6,31 %","1.526.607.941,00","9,27","0,99","1,08 %","1,20 %",2024-04-01
VGIA11,Indefinido,"8,42","2.788.253,96","0,87","0,11","1,35 %","3,70 %","7,18 %","15,51 %","1,23 %","1,20 %","1,29 %","3,70 %","-8,74 %","-7,51 %","-2,93 %","834.764.890,38","9,66","0,87","0,91 %","1,38 %",2024-04-01
VGIP11,Papéis,"92,84","4.103.705,29","0,99","0,83","0,88 %","2,59 %","5,21 %","11,92 %","0,86 %","0,87 %","0,99 %","2,59 %","0,99 %","1,88 %","12,48 %","1.103.713.889,19","93,64","0,99","0,85 %","3,54 %",2024-04-01
VGIR11,Papéis,"9,95","3.649.720,50","1,02","0,11","1,12 %","3,36 %","6,90 %","14,63 %","1,12 %","1,15 %","1,22 %","3,36 %","0,31 %","1,43 %","3,29 %","1.006.538.461,04","9,75","1,02","1,13 %","1,14 %",2024-04-01
VGRI11,Misto,N/A,N/A,N/A,"0,12","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,2024-04-01
VIDS11,Fundo de Desenvolvimento,N/A,N/A,N/A,"30,17","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"80.444.713,27",N/A,N/A,N/A,N/A,2024-04-01
VIFI11,Fundo de Fundos,"8,24","108.750,67","0,89","0,08","0,90 %","2,69 %","5,27 %","10,45 %","0,90 %","0,88 %","0,87 %","3,53 %","-1,07 %","-0,18 %","6,91 %","74.983.248,92","9,27","0,89","0,81 %","4,75 %",2024-04-01
VIGT11,Indefinido,"70,77","1.014.690,00",N/A,"2,25","3,07 %","9,24 %","18,96 %","33,20 %","3,08 %","3,16 %","3,32 %","3,07 %","-4,50 %","-1,57 %","-1,57 %",N/A,N/A,N/A,N/A,N/A,2024-04-01
